second,Volt,Volt
-200.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-199.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-199.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-198.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-198.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-198.0000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-197.6000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-197.2000E-09,+4.8241205513477E+00,+4.9849245697259E+00
-196.8000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-196.4000E-09,+4.7437185421587E+00,+4.9045225605369E+00
-196.0000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-195.6000E-09,+4.7437185421587E+00,+4.9045225605369E+00
-195.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-194.8000E-09,+4.7437185421586E+00,+4.9849245697259E+00
-194.4000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-194.0000E-09,+4.8241205513477E+00,+4.9849245697260E+00
-193.6000E-09,+4.8241205513477E+00,+4.9849245697260E+00
-193.2000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-192.8000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-192.4000E-09,+4.7437185421587E+00,+4.9045225605369E+00
-192.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-191.6000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-191.2000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-190.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-190.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-190.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-189.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-189.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-188.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-188.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-188.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-187.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-187.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-186.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-186.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-186.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-185.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-185.2000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-184.8000E-09,+4.8241205513477E+00,+4.9849245697260E+00
-184.4000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-184.0000E-09,+4.6633165329695E+00,+4.9849245697260E+00
